name,description,published,author,url,github_ind,github_url,downloads,stars,last_commit
knnp,"Two main functionalities are provided. One of them is predicting values with 
    k-nearest neighbors algorithm and the other is optimizing the parameters k and d of the algorithm.
    These are carried out in parallel using multiple threads.",2018-07-01,Javier Berdecio Trigueros,https://github.com/Dani-Basta/TFG,TRUE,https://github.com/dani-basta/tfg,2205,3,1551691979
Knoema,"Using this package, users can access to the largest collection of public data and statistics on the Internet featuring about 2.5 billion time series from thousands of sources collected in 'Knoema' repository and use rich R calculations in order to analyze the data. Because data in 'Knoema' is time series data, 'Knoema' function offers data in a number of formats usable in R such as 'ts', 'xts' or 'zoo'. For more information about 'Knoema' API go to <https://knoema.com/dev/docs>.",2018-05-11,Pavel Pimenov,https://github.com/Knoema/knoema-r-driver,TRUE,https://github.com/knoema/knoema-r-driver,6049,1,1534310679
knor,The k-means 'NUMA' Optimized Routine library or 'knor' is a highly optimized and fast library for computing k-means in parallel with accelerations for Non-Uniform Memory Access ('NUMA') architectures.,2018-09-13,Disa Mhembere,https://github.com/neurodata/knorR,TRUE,https://github.com/neurodata/knorr,7500,6,1550642303
komadown,"R Markdown templates based on the 'KOMA-Script' classes for
  LaTeX, additionally offering cross-referencing via the 'bookdown' package.",2018-04-23,Johan Larsson  (<https://orcid.org/0000-0002-4029-5945>),https://github.com/jolars/komadown,TRUE,https://github.com/jolars/komadown,3423,2,1553379749
komaletter,"An R Markdown template for writing beautiful yet versatile letters,
  using the 'KOMA-Script' letter class 'scrlttr2' and an adaptation of the
  'pandoc-letter' template. 'scrlttr2' provides layouts for many different
  window envelope types and the possibility to define your own.",2018-10-12,Robert Nuske  (<https://orcid.org/0000-0001-9773-2061>),https://github.com/rnuske/komaletter,TRUE,https://github.com/rnuske/komaletter,2935,8,1554120119
konfound,"Statistical methods that quantify the conditions necessary to alter
    inferences, also known as sensitivity analysis, are becoming increasingly
    important to a variety of quantitative sciences. A series of recent works,
    including Frank (2000) <doi:10.1177/0049124100029002001> and Frank et al.
    (2013) <doi:10.3102/0162373713493129> extend previous sensitivity analyses
    by considering the characteristics of omitted variables or unobserved cases
    that would change an inference if such variables or cases were observed. These
    analyses generate statements such as ""an omitted variable would have to be
    correlated at xx with the predictor of interest (e.g., treatment) and outcome
    to invalidate an inference of a treatment effect"". Or ""one would have to replace
    pp percent of the observed data with null hypothesis cases to invalidate the
    inference"". We implement these recent developments of sensitivity analysis and
    provide modules to calculate these two robustness indices and generate such
    statements in R. In particular, the functions konfound(), pkonfound() and 
    mkonfound() allow users to calculate the robustness of inferences for a user's 
    own model, a single published study and multiple studies respectively.",2019-01-21,Joshua M Rosenberg,https://github.com/jrosen48/konfound,TRUE,https://github.com/jrosen48/konfound,2666,1,1553801470
KoNLP,"POS Tagger and Morphological Analyzer for Korean text based research. It provides tools for corpus linguistics research such as Keystroke converter, Hangul automata, Concordance, and Mutual Information. It also provides a convenient interface for users to apply, edit and add morphological dictionary selectively. ",2016-12-15,Heewon Jeon,https://github.com/haven-jeon/KoNLP,TRUE,https://github.com/haven-jeon/konlp,405168,116,1531443478
koRpus,"A set of tools to analyze texts. Includes, amongst others,
        functions for automatic language detection, hyphenation,
        several indices of lexical diversity (e.g., type token ratio,
        HD-D/vocd-D, MTLD) and readability (e.g., Flesch, SMOG, LIX,
        Dale-Chall). Basic import functions for language corpora are
        also provided, to enable frequency analyses (supports Celex and
        Leipzig Corpora Collection file formats) and measures like
        tf-idf. Note: For full functionality a local installation of
        TreeTagger is recommended. It is also recommended to not load
        this package directly, but by loading one of the available
        language support packages from the 'l10n' repository
        <https://undocumeantit.github.io/repos/l10n>. 'koRpus' also
        includes a plugin for the R GUI and IDE RKWard, providing
        graphical dialogs for its basic features. The respective R
        package 'rkward' cannot be installed directly from a
        repository, as it is a part of RKWard. To make full use of this
        feature, please install RKWard from <https://rkward.kde.org>
        (plugins are detected automatically). Due to some restrictions
        on CRAN, the full package sources are only available from the
        project homepage. To ask for help, report bugs, request
        features, or discuss the development of the package, please
        subscribe to the koRpus-dev mailing list
        (<http://korpusml.reaktanz.de>).",2018-10-28,Meik Michalke,https://reaktanz.de/?c=hacking&s=koRpus,TRUE,https://github.com/undocumeantit/korpus,108401,23,1540724245
KRIG,"Implements different methods for spatial statistics, in particular focused in
    Kriging based models. We count with different implemented models, simple, ordinary and 
    universal forms of Kriging, co-Kriging and regression Kriging models. Includes, multivariate 
    sensitivity analysis under an approximation designed over reproducing kernel Hilbert spaces and 
    computation of Sobol indexes under this framework.",2018-01-30,Pedro Guarderas,https://github.com/pedroguarderas/KRIG,TRUE,https://github.com/pedroguarderas/krig,2601,0,1536068905
KScorrect,"Implements the Lilliefors-corrected Kolmogorov-Smirnov test for use
    in goodness-of-fit tests, suitable when population parameters are unknown and
    must be estimated by sample statistics. P-values are estimated by simulation.
    Can be used with a variety of continuous distributions, including normal,
    lognormal, univariate mixtures of normals, uniform, loguniform, exponential,
    gamma, and Weibull distributions. Functions to generate random numbers and
    calculate density, distribution, and quantile functions are provided for use
    with the log uniform and mixture distributions.",2018-08-14,Phil Novack-Gottshall,https://github.com/pnovack-gottshall/KScorrect,TRUE,https://github.com/pnovack-gottshall/kscorrect,9350,2,1546697018
KSgeneral,"Computes a p-value of the one-sample two-sided (or one-sided, as a special case) Kolmogorov-Smirnov (KS) statistic, for any fixed critical level, and an arbitrary, possibly large sample size for a pre-specified purely discrete, mixed or continuous cumulative distribution function (cdf) under the null hypothesis. If a data sample is supplied, 'KSgeneral' computes the p-value corresponding to the value of the KS test statistic computed based on the user provided data sample. The package 'KSgeneral' implements a novel, accurate and efficient method named Exact-KS-FFT, expressing the p-value as a double-boundary non-crossing probability for a homogeneous Poisson process, which is then efficiently computed using Fast Fourier Transform (FFT). The package can also be used to compute and plot the complementary cdf of the KS statistic which is known to depend on the hypothesized distribution when the latter is discontinuous (i.e. purely discrete or mixed). ",2018-05-14,Dimitrina S. Dimitrova <D.Dimitrova@city.ac.uk>,https://github.com/raymondtsr/KSgeneral,TRUE,https://github.com/raymondtsr/ksgeneral,2869,0,1526469738
kvh,"The format KVH is a lightweight format that can be read/written both by humans and machines.
   It can be useful in situations where XML or alike formats seem to be an overkill.
   We provide an ability to parse KVH files in R pretty fast due to 'Rcpp' use.",2018-06-15,Serguei Sokol,http://serguei.sokol.free.fr/kvh-format/,TRUE,https://github.com/sgsokol/kvh,3514,0,1529068813
kwb.hantush,"Calculation groundwater mounding beneath an infiltration basin based on the Hantush (1967) equation (http://doi.org/10.1029/WR003i001p00227). The correct implementation is shown with a verification example based on a USGS report (page 25, http://pubs.usgs.gov/sir/2010/5102/support/sir2010-5102.pdf).",2015-06-03,Michael Rustler,http://kwb-r.github.io/kwb.hantush/,TRUE,https://github.com/kwb-r/kwb.hantush,8276,0,1544020633
labelled,"Work with labelled data imported from 'SPSS'
    or 'Stata' with 'haven' or 'foreign'. This package
    provides useful functions to deal with ""haven_labelled"" and
    ""haven_labelled_spss"" classes introduced by 'haven' package.",2019-02-25,Joseph Larmarange  (<https://orcid.org/0000-0001-7097-700X>),https://github.com/larmarange/labelled,TRUE,https://github.com/larmarange/labelled,399668,21,1552925272
LaF,"Methods for fast access to large ASCII files.  Currently the
    following file formats are supported: comma separated format (CSV) and fixed
    width format. It is assumed that the files are too large to fit into memory,
    although the package can also be used to efficiently access files that do
    fit into memory. Methods are provided to access and process files blockwise.
    Furthermore, an opened file can be accessed as one would an ordinary
    data.frame. The LaF vignette gives an overview of the functionality
    provided.",2017-11-20,Jan van der Laan,https://github.com/djvanderlaan/LaF,TRUE,https://github.com/djvanderlaan/laf,78680,43,1539843149
LAGOSNE,"Client for programmatic access to the Lake
    Multi-scaled Geospatial and Temporal database <https://lagoslakes.org>, with functions
    for accessing lake water quality and ecological context data for the US.",2019-01-22,Joseph Stachelek  (<https://orcid.org/0000-0002-5924-2464>),https://github.com/cont-limno/LAGOSNE,TRUE,https://github.com/cont-limno/lagosne,4269,5,1552338106
lakemorpho,"Lake morphometry metrics are used by limnologists to understand,
    among other things, the ecological processes in a lake. Traditionally, these
    metrics are calculated by hand, with planimeters, and increasingly with
    commercial GIS products. All of these methods work; however, they are either
    outdated, difficult to reproduce, or require expensive licenses to use. The
    'lakemorpho' package provides the tools to calculate a typical suite
    of these metrics from an input elevation model and lake polygon. The metrics
    currently supported are: fetch, major axis, minor axis, major/minor axis 
    ratio, maximum length, maximum width, mean width, maximum depth, mean depth, 
    shoreline development, shoreline length, surface area, and volume.",2018-02-11,Jeffrey W. Hollister,http://www.github.com/jhollist/lakemorpho,TRUE,https://github.com/jhollist/lakemorpho,11684,3,1541598628
